2.354434 0 2.056292 2.616967 2.624835
2.476712 1.780175 1.838787 1.972978 1.922862
2.083925 0 0 0 0
0 0 0 0 0
2.345585 0 1.8081 1.978466 2.397971
2.183554 1.730867 1.761676 1.788336 1.719795
1.982654 0 0 0 0
0 0 0 0 0
2.239391 0 1.931163 2.246827 2.291828
2.441288 1.827062 1.6682 1.575719 1.645128
1.734972 0 0 0 0
0 0 0 0 0
2.291924 0 1.765319 2.576725 2.355112
2.403614 1.788185 2.031821 2.075318 1.866361
1.814718 0 0 0 0
0 0 0 0 0
2.129071 0 1.879728 2.089539 2.197709
2.432056 1.978997 1.933879 1.781807 1.698753
1.862563 0 0 0 0
0 0 0 0 0
2.54744 0 2.083982 2.559053 2.80114
2.363401 1.90375 2.16313 2.157444 1.92964
2.057916 0 0 0 0
0 0 0 0 0
2.147724 0 2.029227 2.41463 2.633836
2.583478 1.916357 1.942218 1.943021 2.02062
1.988277 0 0 0 0
0 0 0 0 0
2.053542 0 1.711209 2.304639 2.376129
2.337422 1.663789 1.874326 2.039502 1.867098
1.692688 0 0 0 0
0 0 0 0 0
2.074246 0 2.108658 2.353129 2.374245
2.746671 1.721461 1.79617 1.804532 1.920603
1.706834 0 0 0 0
0 0 0 0 0
2.2034 0 1.96358 3.067353 2.551967
2.52351 2.002673 1.930478 1.821502 2.016793
2.16321 0 0 0 0
0 0 0 0 0
2.20327 0 1.944657 2.389542 2.933782
2.104204 1.897283 1.871457 2.000192 2.117264
2.164758 0 0 0 0
0 0 0 0 0
2.044243 0 2.312115 2.273483 2.475738
2.101698 1.908306 1.883575 2.058459 1.945047
1.911695 0 0 0 0
0 0 0 0 0
2.163045 0 1.796068 2.504239 2.477351
2.4161 1.821237 1.867913 1.940758 1.929522
1.836518 0 0 0 0
0 0 0 0 0
1.96158 0 1.810228 2.041408 2.262352
2.431702 2.068898 1.684364 1.90692 2.211819
1.845228 0 0 0 0
0 0 0 0 0
2.283784 0 1.901438 2.440099 2.489283
2.599586 1.940181 1.955971 2.059961 2.122081
1.987956 0 0 0 0
0 0 0 0 0
2.222632 0 2.098202 2.595431 2.596568
2.469145 1.88926 1.930245 1.892643 1.952995
1.786624 0 0 0 0
0 0 0 0 0
2.448133 0 1.76132 2.258801 2.273014
2.091556 1.65734 1.596722 1.829275 1.7753
1.829632 0 0 0 0
0 0 0 0 0
2.533398 0 1.996534 2.864338 2.634565
2.641318 1.967794 1.94402 2.04538 1.912324
1.826606 0 0 0 0
0 0 0 0 0
2.253702 0 1.797702 2.380436 2.387112
2.160787 2.080094 1.914893 2.116573 1.944711
1.87472 0 0 0 0
0 0 0 0 0
2.126911 0 1.876045 2.31051 2.627087
2.299895 1.850597 1.813177 1.787464 2.037117
1.960494 0 0 0 0
0 0 0 0 0
2.448328 0 2.04096 2.41014 2.506933
2.127925 1.881983 1.835093 2.031284 2.139174
1.926944 0 0 0 0
0 0 0 0 0
2.068314 0 1.913541 2.398132 2.233528
2.39149 1.869118 1.621185 1.651254 1.99942
1.746427 0 0 0 0
0 0 0 0 0
2.268514 0 1.824668 2.457748 2.55927
2.52542 1.771189 1.943577 1.977876 2.09319
1.816623 0 0 0 0
0 0 0 0 0
2.61987 0 2.136332 2.51178 2.525104
